time,bid,ask
2023-12-18T10:08:06.363Z,142.483,142.486
2023-12-18T10:08:08.461Z,142.484,142.485
2023-12-18T10:08:12.622Z,142.486,142.488
2023-12-18T10:08:14.704Z,142.484,142.486
2023-12-18T10:08:20.942Z,142.489,142.492
2023-12-18T10:08:23.056Z,142.486,142.488
2023-12-18T10:08:27.219Z,142.488,142.491
2023-12-18T10:08:29.307Z,142.486,142.487
2023-12-18T10:08:31.442Z,142.488,142.488
2023-12-18T10:08:33.546Z,142.492,142.493
2023-12-18T10:08:35.632Z,142.493,142.494
2023-12-18T10:08:37.725Z,142.497,142.499
2023-12-18T10:08:41.153Z,142.498,142.502
2023-12-18T10:08:43.235Z,142.501,142.506
2023-12-18T10:08:45.323Z,142.5,142.503
2023-12-18T10:08:49.524Z,142.503,142.506
2023-12-18T10:08:51.607Z,142.504,142.505
2023-12-18T10:08:53.706Z,142.505,142.508
2023-12-18T10:08:56.624Z,142.512,142.513
2023-12-18T10:09:00.899Z,142.532,142.514
2023-12-18T10:09:03.055Z,142.529,142.533
2023-12-18T10:09:05.139Z,142.528,142.529
2023-12-18T10:09:07.222Z,142.527,142.53
2023-12-18T10:09:09.340Z,142.533,142.532
2023-12-18T10:09:11.434Z,142.532,142.534
2023-12-18T10:09:14.612Z,142.534,142.542
2023-12-18T10:09:18.774Z,142.54,142.539
2023-12-18T10:09:22.965Z,142.537,142.531
2023-12-18T10:09:25.062Z,142.529,142.532
2023-12-18T10:09:27.141Z,142.53,142.531
2023-12-18T10:09:29.223Z,142.529,142.533
2023-12-18T10:09:31.314Z,142.535,142.537
2023-12-18T10:09:37.599Z,142.533,142.534
2023-12-18T10:09:39.714Z,142.532,142.536
2023-12-18T10:09:41.806Z,142.536,142.537
2023-12-18T10:09:44.921Z,142.535,142.538
2023-12-18T10:09:47.022Z,142.536,142.54
2023-12-18T10:09:49.119Z,142.537,142.538
2023-12-18T10:09:52.303Z,142.535,142.534
2023-12-18T10:09:56.470Z,142.531,142.533
2023-12-18T10:09:58.548Z,142.532,142.534
2023-12-18T10:10:01.840Z,142.53,142.536
2023-12-18T10:10:03.925Z,142.526,142.53
2023-12-18T10:10:06.019Z,142.529,142.528
2023-12-18T10:10:08.133Z,142.53,142.533
2023-12-18T10:10:14.447Z,142.531,142.532
2023-12-18T10:10:16.545Z,142.54,142.543
2023-12-18T10:10:25.868Z,142.551,142.565
2023-12-18T10:10:27.964Z,142.562,142.564
2023-12-18T10:10:32.170Z,142.574,142.584
2023-12-18T10:10:34.263Z,142.584,142.586
2023-12-18T10:10:36.350Z,142.573,142.574
2023-12-18T10:10:38.478Z,142.581,142.577
2023-12-18T10:10:42.654Z,142.572,142.575
2023-12-18T10:10:50.125Z,142.571,142.574
2023-12-18T10:10:53.085Z,142.572,142.575
2023-12-18T10:10:55.193Z,142.573,142.576
2023-12-18T10:10:57.336Z,142.574,142.575
2023-12-18T10:10:59.430Z,142.572,142.576
2023-12-18T10:11:01.548Z,142.573,142.575
2023-12-18T10:11:03.645Z,142.579,142.583
2023-12-18T10:11:05.771Z,142.581,142.579
2023-12-18T10:11:07.865Z,142.577,142.576
2023-12-18T10:11:09.978Z,142.574,142.577
2023-12-18T10:11:15.295Z,142.573,142.576
2023-12-18T10:11:17.398Z,142.569,142.574
2023-12-18T10:11:19.484Z,142.568,142.57
2023-12-18T10:11:25.784Z,142.567,142.569
2023-12-18T10:11:41.350Z,142.554,142.564
2023-12-18T10:11:43.489Z,142.563,142.562
2023-12-18T10:11:45.583Z,142.56,142.558
2023-12-18T10:11:47.663Z,142.558,142.56
2023-12-18T10:11:49.768Z,142.551,142.552
2023-12-18T10:11:51.859Z,142.542,142.543
2023-12-18T10:11:59.334Z,142.537,142.542
2023-12-18T10:12:01.428Z,142.536,142.539
2023-12-18T10:12:05.676Z,142.534,142.537
2023-12-18T10:12:07.761Z,142.533,142.535
2023-12-18T10:12:09.843Z,142.534,142.536
2023-12-18T10:12:11.942Z,142.549,142.541
2023-12-18T10:12:14.022Z,142.54,142.542
2023-12-18T10:12:19.244Z,142.541,142.543
2023-12-18T10:12:21.323Z,142.54,142.541
2023-12-18T10:12:26.634Z,142.535,142.542
2023-12-18T10:12:28.735Z,142.534,142.537
2023-12-18T10:12:32.906Z,142.533,142.536
2023-12-18T10:12:34.998Z,142.53,142.535
2023-12-18T10:12:45.431Z,142.525,142.532
2023-12-18T10:12:47.535Z,142.519,142.525
2023-12-18T10:12:50.730Z,142.523,142.527
2023-12-18T10:12:52.861Z,142.525,142.526
2023-12-18T10:12:54.968Z,142.513,142.515
2023-12-18T10:12:57.964Z,142.509,142.516
2023-12-18T10:13:01.272Z,142.514,142.519
2023-12-18T10:13:03.357Z,142.526,142.526
2023-12-18T10:13:05.471Z,142.524,142.527
2023-12-18T10:13:07.557Z,142.525,142.525
2023-12-18T10:13:09.645Z,142.524,142.526
2023-12-18T10:13:11.761Z,142.525,142.527
2023-12-18T10:13:20.122Z,142.523,142.525
2023-12-18T10:13:22.223Z,142.513,142.514
2023-12-18T10:13:24.321Z,142.512,142.515
2023-12-18T10:13:29.490Z,142.504,142.514
2023-12-18T10:13:33.668Z,142.505,142.506
2023-12-18T10:13:35.755Z,142.514,142.516
2023-12-18T10:13:37.877Z,142.512,142.514
2023-12-18T10:13:39.994Z,142.506,142.507
2023-12-18T10:13:42.077Z,142.505,142.508
2023-12-18T10:13:46.264Z,142.506,142.507
2023-12-18T10:13:53.613Z,142.507,142.508
2023-12-18T10:13:55.738Z,142.506,142.507
2023-12-18T10:14:02.054Z,142.514,142.515
2023-12-18T10:14:14.623Z,142.513,142.524
2023-12-18T10:14:16.714Z,142.522,142.523
2023-12-18T10:14:18.839Z,142.517,142.52
2023-12-18T10:14:20.937Z,142.524,142.524
2023-12-18T10:14:27.235Z,142.522,142.523
2023-12-18T10:14:39.760Z,142.507,142.507
2023-12-18T10:14:43.928Z,142.506,142.514
2023-12-18T10:14:47.217Z,142.504,142.507
2023-12-18T10:14:51.390Z,142.502,142.504
2023-12-18T10:14:53.471Z,142.499,142.5
2023-12-18T10:14:55.555Z,142.498,142.502
2023-12-18T10:14:57.635Z,142.501,142.5
2023-12-18T10:15:01.818Z,142.495,142.504
2023-12-18T10:15:14.358Z,142.494,142.496
2023-12-18T10:15:16.473Z,142.497,142.498
2023-12-18T10:15:18.558Z,142.494,142.499
2023-12-18T10:15:20.636Z,142.495,142.498
2023-12-18T10:15:23.774Z,142.502,142.504
2023-12-18T10:15:26.940Z,142.494,142.503
2023-12-18T10:15:29.087Z,142.491,142.495
2023-12-18T10:15:31.177Z,142.486,142.489
2023-12-18T10:15:33.292Z,142.49,142.488
2023-12-18T10:15:35.375Z,142.493,142.493
2023-12-18T10:15:39.591Z,142.494,142.496
2023-12-18T10:15:44.687Z,142.493,142.495
2023-12-18T10:15:53.037Z,142.492,142.494
2023-12-18T10:15:55.140Z,142.49,142.493
2023-12-18T10:15:57.225Z,142.494,142.496
2023-12-18T10:15:59.320Z,142.493,142.495
2023-12-18T10:16:05.640Z,142.492,142.494
2023-12-18T10:16:07.739Z,142.49,142.492
2023-12-18T10:16:10.916Z,142.487,142.489
2023-12-18T10:16:14.016Z,142.493,142.495
2023-12-18T10:16:17.207Z,142.491,142.493
2023-12-18T10:16:19.298Z,142.492,142.494
2023-12-18T10:16:22.362Z,142.493,142.495
2023-12-18T10:16:31.833Z,142.502,142.504
2023-12-18T10:16:38.140Z,142.487,142.489
2023-12-18T10:16:44.448Z,142.488,142.49
2023-12-18T10:16:48.650Z,142.489,142.491
2023-12-18T10:16:55.854Z,142.502,142.505
2023-12-18T10:16:57.948Z,142.503,142.504
2023-12-18T10:17:01.197Z,142.502,142.505
2023-12-18T10:17:03.320Z,142.517,142.504
2023-12-18T10:17:05.507Z,142.515,142.516
2023-12-18T10:17:09.716Z,142.514,142.517
2023-12-18T10:17:11.846Z,142.516,142.516
2023-12-18T10:17:13.946Z,142.521,142.518
2023-12-18T10:17:16.038Z,142.523,142.524
2023-12-18T10:17:18.140Z,142.524,142.525
2023-12-18T10:17:33.642Z,142.532,142.537
2023-12-18T10:17:37.837Z,142.543,142.544
2023-12-18T10:17:39.929Z,142.541,142.548
2023-12-18T10:18:00.901Z,142.547,142.547
2023-12-18T10:18:03.051Z,142.546,142.548
2023-12-18T10:18:07.271Z,142.547,142.552
2023-12-18T10:18:13.528Z,142.546,142.549
2023-12-18T10:18:15.630Z,142.558,142.563
2023-12-18T10:18:19.812Z,142.562,142.564
2023-12-18T10:18:23.121Z,142.561,142.563
2023-12-18T10:18:25.200Z,142.562,142.564
2023-12-18T10:18:34.544Z,142.556,142.558
2023-12-18T10:18:45.014Z,142.557,142.559
2023-12-18T10:18:49.210Z,142.556,142.557
2023-12-18T10:18:51.284Z,142.555,142.558
2023-12-18T10:18:56.826Z,142.556,142.559
2023-12-18T10:19:03.082Z,142.552,142.558
2023-12-18T10:19:07.306Z,142.55,142.552
2023-12-18T10:19:09.395Z,142.552,142.551
2023-12-18T10:19:15.709Z,142.555,142.555
2023-12-18T10:19:21.977Z,142.562,142.557
2023-12-18T10:19:24.066Z,142.56,142.564
2023-12-18T10:19:28.282Z,142.556,142.558
2023-12-18T10:19:34.567Z,142.557,142.559
2023-12-18T10:19:40.854Z,142.556,142.558
2023-12-18T10:19:45.826Z,142.538,142.542
2023-12-18T10:19:47.910Z,142.541,142.543
2023-12-18T10:19:51.382Z,142.542,142.544
2023-12-18T10:19:56.256Z,142.549,142.552
2023-12-18T10:19:58.360Z,142.553,142.555
2023-12-18T10:20:02.546Z,142.552,142.548
2023-12-18T10:20:04.628Z,142.546,142.553
2023-12-18T10:20:06.732Z,142.537,142.539
2023-12-18T10:20:13.082Z,142.535,142.538
2023-12-18T10:20:17.266Z,142.536,142.54
2023-12-18T10:20:21.449Z,142.53,142.534
2023-12-18T10:20:23.531Z,142.531,142.538
2023-12-18T10:20:25.623Z,142.537,142.537
2023-12-18T10:20:27.745Z,142.532,142.534
2023-12-18T10:20:31.965Z,142.527,142.53
2023-12-18T10:20:35.364Z,142.528,142.529
2023-12-18T10:20:37.455Z,142.532,142.53
2023-12-18T10:20:39.570Z,142.523,142.526
2023-12-18T10:20:41.656Z,142.524,142.525
2023-12-18T10:20:43.775Z,142.525,142.526
2023-12-18T10:20:47.957Z,142.535,142.527
2023-12-18T10:20:52.145Z,142.533,142.534
2023-12-18T10:21:01.276Z,142.524,142.527
2023-12-18T10:21:03.388Z,142.526,142.528
2023-12-18T10:21:05.479Z,142.532,142.529
2023-12-18T10:21:07.578Z,142.527,142.528
2023-12-18T10:21:15.171Z,142.539,142.531
2023-12-18T10:21:17.312Z,142.538,142.54
2023-12-18T10:21:19.412Z,142.529,142.537
2023-12-18T10:21:23.608Z,142.527,142.529
2023-12-18T10:21:26.542Z,142.528,142.53
2023-12-18T10:21:30.727Z,142.529,142.535
2023-12-18T10:21:32.829Z,142.536,142.529
2023-12-18T10:21:34.921Z,142.532,142.534
2023-12-18T10:21:39.112Z,142.533,142.535
2023-12-18T10:21:43.304Z,142.532,142.534
2023-12-18T10:21:45.388Z,142.533,142.535
2023-12-18T10:21:47.471Z,142.532,142.534
2023-12-18T10:21:49.572Z,142.534,142.538
2023-12-18T10:21:51.742Z,142.543,142.543
2023-12-18T10:21:55.994Z,142.535,142.524
2023-12-18T10:21:58.073Z,142.516,142.517
2023-12-18T10:22:00.289Z,142.517,142.519
2023-12-18T10:22:02.406Z,142.516,142.518
2023-12-18T10:22:14.973Z,142.508,142.509
2023-12-18T10:22:17.052Z,142.512,142.513
2023-12-18T10:22:21.208Z,142.507,142.509
2023-12-18T10:22:27.492Z,142.506,142.508
2023-12-18T10:22:30.893Z,142.503,142.505
2023-12-18T10:22:32.984Z,142.505,142.508
2023-12-18T10:22:35.068Z,142.504,142.506
2023-12-18T10:22:42.174Z,142.505,142.507
2023-12-18T10:22:44.273Z,142.509,142.511
2023-12-18T10:22:50.556Z,142.51,142.512
2023-12-18T10:22:53.989Z,142.512,142.514
2023-12-18T10:22:56.849Z,142.507,142.509
2023-12-18T10:22:58.934Z,142.506,142.506
2023-12-18T10:23:03.184Z,142.503,142.513
2023-12-18T10:23:05.273Z,142.514,142.515
2023-12-18T10:23:11.650Z,142.51,142.514
2023-12-18T10:23:13.746Z,142.512,142.512
2023-12-18T10:23:15.835Z,142.513,142.524
2023-12-18T10:23:26.344Z,142.523,142.525
2023-12-18T10:23:47.440Z,142.526,142.528
2023-12-18T10:23:49.530Z,142.525,142.529
2023-12-18T10:23:57.935Z,142.527,142.528
2023-12-18T10:24:02.152Z,142.526,142.527
2023-12-18T10:24:09.384Z,142.529,142.531
2023-12-18T10:24:11.463Z,142.53,142.532
2023-12-18T10:24:13.637Z,142.523,142.523
2023-12-18T10:24:24.120Z,142.528,142.53
2023-12-18T10:24:29.433Z,142.529,142.531
2023-12-18T10:24:44.142Z,142.528,142.53
2023-12-18T10:24:49.345Z,142.529,142.531
2023-12-18T10:24:51.430Z,142.528,142.53
2023-12-18T10:24:53.519Z,142.524,142.527
2023-12-18T10:24:55.605Z,142.522,142.524
2023-12-18T10:24:57.701Z,142.523,142.523
2023-12-18T10:24:59.795Z,142.522,142.524
2023-12-18T10:25:03.018Z,142.521,142.525
2023-12-18T10:25:06.071Z,142.522,142.524
2023-12-18T10:25:10.280Z,142.523,142.525
2023-12-18T10:25:17.665Z,142.529,142.532
2023-12-18T10:25:28.185Z,142.531,142.534
2023-12-18T10:25:32.367Z,142.532,142.529
2023-12-18T10:25:36.570Z,142.527,142.531
2023-12-18T10:25:42.925Z,142.529,142.53
2023-12-18T10:25:47.127Z,142.528,142.529
2023-12-18T10:25:49.231Z,142.526,142.53
2023-12-18T10:25:51.317Z,142.528,142.529
2023-12-18T10:26:07.004Z,142.52,142.519
2023-12-18T10:26:09.109Z,142.522,142.523
2023-12-18T10:26:11.247Z,142.523,142.524
2023-12-18T10:26:15.453Z,142.527,142.529
2023-12-18T10:26:19.614Z,142.529,142.53
2023-12-18T10:26:25.885Z,142.527,142.531
2023-12-18T10:26:27.978Z,142.528,142.526
2023-12-18T10:26:30.064Z,142.518,142.531
2023-12-18T10:26:34.229Z,142.52,142.524
2023-12-18T10:26:36.338Z,142.519,142.522
2023-12-18T10:26:40.559Z,142.529,142.524
2023-12-18T10:26:42.649Z,142.519,142.521
2023-12-18T10:26:46.838Z,142.51,142.522
2023-12-18T10:26:48.931Z,142.519,142.521
2023-12-18T10:26:51.914Z,142.506,142.507
2023-12-18T10:26:55.229Z,142.507,142.509
2023-12-18T10:26:59.399Z,142.508,142.511
2023-12-18T10:27:01.509Z,142.509,142.51
2023-12-18T10:27:03.622Z,142.524,142.515
2023-12-18T10:27:11.978Z,142.519,142.526
2023-12-18T10:27:14.071Z,142.516,142.518
2023-12-18T10:27:20.355Z,142.517,142.516
2023-12-18T10:27:26.679Z,142.524,142.52
2023-12-18T10:27:32.998Z,142.526,142.526
2023-12-18T10:27:35.081Z,142.532,142.532
2023-12-18T10:27:38.035Z,142.526,142.528
2023-12-18T10:27:40.125Z,142.533,142.535
2023-12-18T10:27:50.577Z,142.528,142.527
